,city,state,pop,latitude,longitude,count,count_pop
1083,Berlin,MD,4529,38.32262,-75.21769,1,0.00022079929344226098
1084,Closter,NJ,8662,40.97315,-73.96153,1,0.00011544677903486493
1085,College Park,MD,32301,38.98067,-76.93692,1,3.0958793845391784e-05
1086,Windsor,CT,28778,41.8526,-72.6437,2,6.949753283758427e-05
1087,Davenport,IA,102582,41.52364,-90.57764,2,1.949659784367628e-05
1088,Zionsville,IN,26296,39.95087,-86.26194,1,3.8028597505324e-05
1089,Jenks,OK,20740,36.02287,-95.96833,1,4.8216007714561236e-05
1090,Mountainside,NJ,6885,40.67232,-74.35737,1,0.00014524328249818446
1091,Citrus Heights,CA,87056,38.70712,-121.28106,1,1.1486859033265943e-05
1092,Kent,OH,29810,41.15367,-81.35789,1,3.354579000335458e-05
1093,Gloucester,MA,29781,42.61593,-70.66199,2,6.715691212518049e-05
1094,Yardley,PA,2441,40.24566,-74.846,1,0.00040966816878328555
1095,Southlake,TX,29941,32.94124,-97.13418,1,3.339901806886878e-05
1096,Shelton,CT,41296,41.31649,-73.09316,1,2.4215420379697792e-05
1097,Marblehead,MA,19808,42.5001,-70.85783,1,5.0484652665589664e-05
1098,Kailua-Kona,HI,11975,19.64016,-155.99912,1,8.350730688935282e-05
1099,Olmsted Falls,OH,8889,41.37505,-81.90819,1,0.0001124985937675779
1100,Compton,CA,98462,33.89585,-118.22007,1,1.0156202392801283e-05
1101,Malden,MA,61068,42.4251,-71.06616,1,1.6375188314665617e-05
1102,Cypress,TX,46025,29.96911,-95.69717,1,2.1727322107550245e-05
1103,Liverpool,NY,2294,43.10646,-76.2177,1,0.00043591979075850045
1104,Saratoga Springs,NY,27765,43.08313,-73.78457,1,3.6016567621105706e-05
1105,Clemson,SC,15446,34.68344,-82.83737,1,6.474168069403081e-05
1106,Linglestown,PA,6334,40.33398,-76.78914,2,0.00031575623618566466
1107,Huber Heights,OH,38176,39.84395,-84.12466,1,2.619446772841576e-05
1108,Montague,MA,8637,42.53564,-72.53509,1,0.0001157809424568716
1109,Parsippany,NJ,51144,40.85788,-74.42599,1,1.9552635695291727e-05
1110,Carrollton,GA,26203,33.58011,-85.07661,1,3.816356905697821e-05
1111,Fountain Hills,AZ,23899,33.61171,-111.71736,1,4.184275492698439e-05
1112,Pagosa Springs,CO,1756,37.26945,-107.00976,1,0.0005694760820045558
1113,Worcester,MA,184815,42.26259,-71.80229,1,5.4108162216270325e-06
1114,Boynton Beach,FL,73966,26.52535,-80.06643,1,1.3519725279182327e-05
1115,Larkspur,CA,12417,37.93409,-122.53525,1,8.053475074494645e-05
1116,Houma,LA,34287,29.59577,-90.71953,1,2.9165572957680754e-05
1117,Racine,WI,77742,42.72613,-87.78285,1,1.286305986468061e-05
1118,Fair Lawn,NJ,33597,40.94038,-74.13181,1,2.97645623121112e-05
1119,Beverly Hills,CA,34869,34.07362,-118.40036,1,2.8678769107229918e-05
1120,Corning,NY,10897,42.14285,-77.05469,1,9.176837661741764e-05
1121,Kettering,OH,55525,39.6895,-84.16883,1,1.80099054479964e-05
1122,Park Hills,KY,3007,39.07145,-84.53217,1,0.0003325573661456601
1123,Hendersonville,TN,56018,36.30477,-86.62,1,1.785140490556607e-05
1124,Wauwatosa,WI,47614,43.04946,-88.00759,1,2.1002226235981016e-05
1125,Bartonville,IL,6382,40.65032,-89.65205,1,0.00015669069257286117
1126,Woodland Hills,CA,70000,34.16834,-118.60592,1,1.4285714285714285e-05
1127,Charles City,IA,7455,43.06636,-92.67241,1,0.0001341381623071764
1128,Tiffin,OH,17687,41.1145,-83.17797,1,5.653870074065698e-05
1129,Elmhurst,IL,45957,41.89947,-87.94034,1,2.175947080966991e-05
1130,Valparaiso,IN,32626,41.47309,-87.06114,2,6.130080304051984e-05
1131,Rockville,MD,66980,39.084,-77.15276,2,2.985965959988056e-05
1132,Springfield,OH,59680,39.92423,-83.80882,1,1.675603217158177e-05
1133,North Amherst,MA,6819,42.41037,-72.53092,1,0.00014664906877841325
1134,Canton,MA,21679,42.15843,-71.14477,1,4.6127588910927627e-05
1135,Westminster,SC,2484,34.66482,-83.09654,1,0.00040257648953301127
1136,Hialeah,FL,237069,25.8576,-80.27811,1,4.218181204628188e-06
1137,Council Bluffs,IA,62597,41.26194,-95.86083,1,1.5975206479543748e-05
1138,Culver,IN,1396,41.21893,-86.42306,1,0.0007163323782234957
1139,New Albany,IN,36732,38.28562,-85.82413,1,2.7224218664924318e-05
1140,Hatfield,PA,3306,40.27983,-75.29934,1,0.00030248033877797946
1141,Mauston,WI,4374,43.79719,-90.07735,1,0.00022862368541380886
1142,Kentwood,MI,51357,42.86947,-85.64475,1,1.947154234086882e-05
1143,Mount Sterling,KY,7208,38.05647,-83.94326,1,0.00013873473917869035
1144,Pikesville,MD,30764,39.37427,-76.72247,1,3.25055259394097e-05
1145,Royal Oak,MI,59008,42.48948,-83.14465,1,1.6946854663774404e-05
1146,Stillwater,MN,18924,45.05636,-92.80604,1,5.28429507503699e-05
1147,Massapequa,NY,21685,40.68066,-73.47429,1,4.6114825916532166e-05
1148,Hope,AR,9891,33.66706,-93.59157,1,0.00010110201193003741
1149,Diboll,TX,5400,31.18713,-94.78104,1,0.00018518518518518518
1150,Libertyville,IL,20436,42.28308,-87.95313,3,0.0001467997651203758
1151,Evanston,IL,75527,42.04114,-87.69006,1,1.3240298171514823e-05
1152,Fairfield,CT,59052,41.14121,-73.26373,1,1.693422746054325e-05
1153,Brookfield,IL,18944,41.82392,-87.85173,1,5.2787162162162165e-05
1154,Plano,TX,283558,33.01984,-96.69889,1,3.5266153661684735e-06
1155,West Branch,IA,2337,41.67141,-91.34655,1,0.0004278990158322636
1156,Gainesville,GA,38712,34.29788,-83.82407,1,2.5831783426327755e-05
1157,Rensselaer,NY,9433,42.64258,-73.7429,1,0.0001060108131029365
1158,Copiague,NY,22993,40.68149,-73.39984,1,4.34914974122559e-05
1159,Waterloo,IA,68460,42.49276,-92.34296,1,1.4607069821793749e-05
1160,Gordo,AL,1687,33.32012,-87.9028,1,0.0005927682276229994
1161,Bonita Springs,FL,51704,26.33981,-81.7787,1,1.934086337614111e-05
1162,Granite,UT,1932,40.573,-111.80604,1,0.0005175983436853002
1163,Salinas,CA,157380,36.67774,-121.6555,1,6.354047528275511e-06
1164,Bradenton,FL,54437,27.49893,-82.57482,2,3.673971747157264e-05
1165,Baytown,TX,76335,29.7355,-94.97743,1,1.3100150651732495e-05
1166,Boca Raton,FL,93235,26.35869,-80.0831,1,1.0725585885128976e-05
1167,Portage,MI,48177,42.20115,-85.58,1,2.0756792660398117e-05
1168,Terre Haute,IN,60825,39.4667,-87.41391,1,1.6440608302507194e-05
1169,Many,LA,2790,31.56878,-93.48406,1,0.00035842293906810036
1170,Bayside,WI,4419,43.18056,-87.90064,1,0.00022629554197782303
1171,Highland Park,TX,9189,32.83346,-96.79195,1,0.00010882576994232234
1172,La Mesa,CA,60089,32.76783,-117.02308,1,1.664198106142555e-05
1173,Keene,NH,23265,42.93369,-72.27814,1,4.298302170642596e-05
1174,Somonauk,IL,1877,41.63364,-88.68119,2,0.0010655301012253596
1175,Placentia,CA,52495,33.87224,-117.87034,1,1.9049433279359938e-05
1176,Effort,PA,2269,40.93926,-75.43491,1,0.00044072278536800354
1177,Modesto,CA,211266,37.6391,-120.99688,1,4.733369306940066e-06
1178,Vero Beach,FL,16358,27.63864,-80.39727,1,6.113216774666829e-05
1179,Philadelphia,NY,1223,44.1545,-75.70882,2,0.001635322976287817
1180,Woodside,CA,5561,37.42994,-122.25386,2,0.0003596475454055026
1181,Nevada City,CA,3152,39.26173,-121.01779,1,0.00031725888324873094
1182,Newark,NJ,281944,40.73566,-74.17237,1,3.5468036205771357e-06
1183,Penn Hills,PA,44610,40.50118,-79.83922,1,2.2416498542927596e-05
1184,Vernon,NY,1157,43.07951,-75.53934,1,0.000864304235090752
1185,Chevy Chase,MD,9545,39.00287,-77.07115,1,0.00010476689366160294
1186,San Pedro,CA,78405,33.73585,-118.29229,1,1.2754288629551686e-05
1187,Choctaw Lake,OH,1546,39.96006,-83.48492,1,0.000646830530401035
1188,West Covina,CA,108484,34.06862,-117.93895,1,9.217949190664061e-06
1189,West Linn,OR,26593,45.36568,-122.61231,1,3.760388072049036e-05
1190,Milwaukie,OR,20830,45.44623,-122.63926,1,4.800768122899664e-05
1191,Hingham,MA,5650,42.24177,-70.88977,1,0.00017699115044247788
1192,Winchester,KY,18446,37.99008,-84.17965,1,5.421229534858506e-05
1193,Bastrop,TX,8231,30.11049,-97.31527,1,0.00012149192078726765
1194,Stow,MA,6005,42.43704,-71.50562,1,0.00016652789342214822
1195,McKinleyville,CA,15177,40.94652,-124.10062,3,0.000197667523225934
1196,Glendale,AZ,240126,33.53865,-112.18599,1,4.164480314501554e-06
1197,Fellsmere,FL,5514,27.76781,-80.60144,1,0.00018135654697134566
1198,Trenton,NJ,84225,40.21705,-74.74294,1,1.1872959335114277e-05
1199,Marshfield,WI,18620,44.66885,-90.1718,1,5.3705692803437166e-05
1200,Spring Hill,FL,98621,28.47688,-82.52546,1,1.0139828231309762e-05
1201,Richland,WA,54248,46.28569,-119.28446,1,1.8433859312785724e-05
1202,Warwick,NY,6823,41.25648,-74.35988,1,0.0001465630954125751
1203,Larchmont,NY,6132,40.92788,-73.7518,1,0.00016307893020221786
1204,Antioch,IL,14329,42.47724,-88.09564,1,6.978854072161351e-05
1205,Como,MS,1245,34.51066,-89.93981,1,0.0008032128514056225
1206,Coral Springs,FL,129485,26.27119,-80.2706,1,7.722902266671815e-06
1207,Sunnyvale,CA,151754,37.36883,-122.03635,1,6.589612135429708e-06
1208,Norwalk,CT,88485,41.1176,-73.4079,1,1.1301350511386111e-05
1209,Pennington,NJ,2598,40.32844,-74.79072,1,0.00038491147036181676
1210,South Boston,MA,571281,42.33343,-71.04949,1,1.7504520542430082e-06
1211,North Palm Beach,FL,12015,26.81756,-80.08199,1,8.322929671244278e-05
1212,Falls Church,VA,13892,38.88233,-77.17109,1,7.198387561186294e-05
1213,Tooele,UT,33157,40.53078,-112.29828,2,6.0319087975389814e-05
1214,Ranchos de Taos,NM,2518,36.35864,-105.60946,1,0.0003971405877680699
1215,Bedford Hills,NY,3001,41.23676,-73.69458,1,0.0003332222592469177
1216,Acworth,GA,22131,34.06635,-84.67837,1,4.518548642176133e-05
1217,La Puente,CA,40745,34.02001,-117.94951,1,2.4542888697999756e-05
1218,Makakilo,HI,18248,21.35237,-158.08655,2,0.00010960105217010084
1219,South Saint Paul,MN,20160,44.89274,-93.03494,1,4.96031746031746e-05
